Subject,Movement_sequence,Movement_repetition,Movement_orientation,Xsens_recording_name,Xsens_comment,,Heure Xsens,Time diff,Pupil time,Pupil_folder,Pupil_recording_name,labeled,Expertise,Picture_face,Picture_side,max_threshold_acceleration,air_time_threshold,Xsens_jump_idx,Pupil_jump_idx,Pupil_frames_zero,Xsens_frames_zero,Treatment,,State,Twist_side,Notes
SaMi,8-1< 831< 8-1< 831<,0 0 1 1,1 -1 1 -1,SaMi_20,SaMi_831_3,Test_17032021-061,0:22:49,12:08:26,12:31:15,2021-08-19_12-31-15-0a693f1f,4e616d10_0.0-48.773,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaMi,8-1< 831<,0 0,1 -1,SaMi_21,SaMi_831_4,Test_17032021-062,0:26:52,12:08:26,12:35:18,2021-08-19_12-35-18-390e78f2,cbef0c1f_0.0-25.072,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaMi,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,SaMi_22,SaMi_4-_41_3,Test_17032021-063,0:27:49,12:08:26,12:36:15,2021-08-19_12-36-15-a1695b44,3c82b267_0.0-37.557,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaMi,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3 4 4,1 -1 -1 1 1 -1 -1 1 1 -1,SaMi_23,SaMi_41_42_2,Test_17032021-064,0:29:56,12:08:26,12:38:22,2021-08-19_12-38-22-d347213d,25e53541_0.0-42.373,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaMi,8-1< 822/ 8-1< 822/,0 0 1 1,1 -1 1 -1,SaMi_24,SaMi_822_1,Test_17032021-065,0:33:10,12:08:26,12:41:36,2021-08-19_12-41-36-9e244c45,5a1ce616_0.0-41.64,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaMI,8-1< 822/ 8-1< 822/,0 0 1 1,1 -1 1 -1,SaMi_25,SaMi_822_2,Test_17032021-066,0:36:21,12:08:26,12:44:47,2021-08-19_12-44-47-959bdba5,f24a8f02_0.0-43.569,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaMi,8-1< 822/,0 0,1 -1,SaMi_26,SaMi_822_3,Test_17032021-067,0:38:16,12:08:26,12:46:42,2021-08-19_12-46-42-ff615c9f,406e14b2_0.0-24.728,Mat,Elite,IMG_7359.JPG,IMG_7360.JPG,,,,,,,,,,,Modele haut du corps seulement
SaBe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,-1 -1 1 1 -1 -1 1 1 -1 -1,SaBe_01,SaBe_4-_41_bas_!,Test_17032021-068,7:10:52,12:32:14,19:43:06,2021-10-04_19-43-06-2e54ce86,cf34be44_0.0-34.303,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.5,,,,60 260,,,OK,D,
SaBe,8-1o 8--o 8-1o 8--o 8-1o 8--o 8-1o,0 0 1 1 2 2 3,-1 1 1 -1 -1 1 1,SaBe_02,SaBe_8-1_8--_1,Test_17032021-069,7:12:45,12:32:15,19:45:00,2021-10-04_19-45-00-74e7ef55,16130bd0_0.0-34.628,,Elite,IMG_7373.JPG,IMG_7375.JPG,3,0.5,2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7,,680 880,,,OK,D,
SaBe,8-1o 8--o 8-1o 8--o,0 0 1 1,-1 1 1 -1,SaBe_03,SaBe_8-1_8--_2,Test_17032021-070,7:15:54,12:32:16,19:48:10,2021-10-04_19-48-10-f4d93b4a,284fb0d8_0.0-29.076,,Elite,IMG_7373.JPG,IMG_7375.JPG,3,0.5,2 3 4 5 6,2 3 4 5 6,,50 250,,,OK,D,
SaBe,8-1o 8--o,0 0,-1 1,SaBe_04,SaBe_8-1_8--_3,Test_17032021-071,7:16:58,12:32:17,19:49:15,2021-10-04_19-49-15-1dc035ab,639412d3_0.0-24.71,,Elite,IMG_7373.JPG,IMG_7375.JPG,2.5,0.25,0 1 2 3 4,2 3 4 5 6,,0 90,,,OK,D,
SaBe,41/ 42/ 41/ 42/,0 0 1 1,-1 1 1 -1,SaBe_05,SaBe_41_42_1,Test_17032021-072,7:18:40,12:32:18,19:50:58,2021-10-04_19-50-58-1470e42d,238cc375_0.0-28.001,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,0 200,,,OK,D,
SaBe,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3 4 4,-1 1 1 -1 -1 1 1 -1 -1 1,SaBe_06,SaBe_41_42_2,Test_17032021-073,7:20:40,12:32:19,19:52:59,2021-10-04_19-52-59-16b3952f,65da7c50_0.0-38.926,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,300 500,,,OK,D,
SaBe,821<,0,1,SaBe_07,SaBe_821_1,Test_17032021-074,7:23:24,12:32:20,19:55:44,2021-10-04_19-55-44-a7546df8,c19c4f52_0.0-25.116,,Elite,IMG_7373.JPG,IMG_7375.JPG,3,0.25,1 2 3 4 5 6 7,1 2 3 4 5 6 7,,20 220,,,OK,D,
SaBe,821<,0,1,SaBe_08,SaBe_821_2,Test_17032021-075,7:24:34,12:32:21,19:56:55,2021-10-04_19-56-55-a0d6f1e7,1629afc2_0.0-26.555,,Elite,IMG_7373.JPG,IMG_7375.JPG,3,0.25,,,,0 70,,,OK,D,
SaBe,821<,0,1,SaBe_09,SaBe_821_3,Test_17032021-076,7:34:18,12:32:22,20:06:40,2021-10-04_20-06-40-3693b040,3d953e2f_0.0-24.348,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.6,0.25,0 1 2 3 4 5 6 7 8,0 1 2 3 4 5 6 7 8,,0 70,,,OK,D,
SaBe,821<,0,1,SaBe_10,SaBe_821_4,Test_17032021-077,7:34:58,12:32:23,20:07:21,2021-10-04_20-07-21-ce1ad182,f76cb338_0.0-22.276,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,100 230,,,OK,D,
SaBe,821<,0,1,SaBe_11,SaBe_821_5,Test_17032021-078,7:36:25,12:32:24,20:08:49,2021-10-04_20-08-49-b6a1d578,35c725a1_0.0-25.363,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,240 440,,,OK,D,
SaBe,4-/,0,1,SaBe_12,SaBe_4-_43_1,Test_17032021-079,7:39:04,12:32:25,20:11:29,2021-10-04_20-11-29-b150063f,5f99b7f0_0.0-18.172,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,2 3 4 5,0 1 2 3,,210 410,,,OK,D,
SaBe,4-/ 43/,0 0,1 1,SaBe_13,SaBe_4-_43_2,Test_17032021-080,7:40:03,12:32:26,20:12:29,2021-10-04_20-12-29-a2f129cd,b11d22a2_0.0-19.03,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,200 400,,,OK,D,
SaBe,4-/ 43/,0 0,1 1,SaBe_14,SaBe_4-_43_3,Test_17032021-081,7:40:51,12:32:27,20:13:18,2021-10-04_20-13-18-9051bd07,941ee28d_0.0-15.476,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,100 300,,,OK,D,
SaBe,4-/ 43/,0 0,1 1,SaBe_15,SaBe_4-_43_4,Test_17032021-082,7:41:20,12:32:28,20:13:48,2021-10-04_20-13-48-51a5976d,45d37ca2_0.0-16.318,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,0 200,,,OK,D,
SaBe,4-/ 43/ 4-/,0 0 1,1 1 -1,SaBe_16,SaBe_4-_43_5,Test_17032021-083,7:41:51,12:32:29,20:14:20,2021-10-04_20-14-20-898b6601,515da644_0.0-21.616,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,5 6 7 8,0 1 2 3,,280 480,,,OK,D,
SaBe,4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,SaBe_17,SaBe_4-_43_6,Test_17032021-084,7:42:58,12:32:30,20:15:28,2021-10-04_20-15-28-ddf3a14f,c1a06889_0.0-40.202,,Elite,IMG_7373.JPG,IMG_7375.JPG,5,0.25,0 1 2 3 4,0 1 2 3 4,,150 350,,,OK,D,
SaBe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,SaBe_18,SaBe_4-_41_haut_1,Test_17032021-085,7:47:18,12:32:31,20:19:49,2021-10-04_20-19-49-699ddf1b,8ed0857b_0.0-41.976,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.5,4 5 6 7 8 9,1 2 3 4 5 6,,945 1145,,,OK,D,
SaBe,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3,1 -1 -1 1 1 -1 -1 1,SaBe_19,SaBe_41_42_2,Test_17032021-086,7:50:46,12:32:32,20:23:18,2021-10-04_20-23-18-9e6f9caf,5c030f5d_0.0-35.3,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,100 300,,,OK,D,
SaBe,41/ 42/,0 0,1 -1,SaBe_20,SaBe_41_42_3,Test_17032021-087,7:52:29,12:32:33,20:25:02,2021-10-04_20-25-02-45716533,d0c2596f_0.0-19.712,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,650 850,,,OK,D,
SaBe,8-1< 811<,0 0,1 -1,SaBe_21,SaBe_8-1_811_1,Test_17032021-088,7:54:26,12:32:34,20:27:00,2021-10-04_20-27-00-a99ba820,be38ccac_0.0-23.93,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,0 1 2 3 4 5 6,1 2 3 4 5 6 7,,20 220,,,OK,D,
SaBe,8-1< 811<,0 0,1 -1,SaBe_22,SaBe_8-1_811_2,Test_17032021-089,7:55:22,12:32:35,20:27:57,2021-10-04_20-27-57-65cf5aec,f9e565b6_0.0-25.063,Yes,Elite,IMG_7373.JPG,IMG_7375.JPG,,,,,,,,,,,pas de mvt
SaBe,8-1o 822/,0 0,1 -1,SaBe_23,SaBe_8-1_822_1,Test_17032021-090,7:57:04,12:32:36,20:29:40,2021-10-04_20-29-40-d29fa779,d265eda3_0.0-31.255,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9,,360 560,,,OK,D,
SaBe,8-1o 822/,0 0,1 -1,SaBe_24,SaBe_8-1_822_2,Test_17032021-091,7:58:14,12:32:37,20:30:51,2021-10-04_20-30-51-6055c555,e1f434ac_0.0-27.205,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,2 3 4 5 6 7 8,1 2 3 4 5 6 7,,30 230,,,OK,D,
SaBe,8-1o 811<,0 0,1 -1,SaBe_25,SaBe_8-1_811_3,test01-001,6:34:19,12:32:49,19:07:08,2021-10-07_19-07-08-cb4257ac,47f69f78_0.0-25.938,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,840 1040,,,,D,Left eyes missing
SaBe,8-1o 811<,0 0,1 -1,SaBe_26,SaBe_8-1_811_4,test01-002,6:36:58,12:32:49,19:09:47,2021-10-07_19-09-47-e71b99d9,61956ba4_0.0-29.616,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,60 260,,,,D,Left eyes missing
SaBe,8-1o 811<,0 0,1 -1,SaBe_27,SaBe_8-1_811_5,test01-003,6:38:20,12:32:49,19:11:09,2021-10-07_19-11-09-cd2685a3,c633e9f3_0.0-22.664,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,180 220,,,,D,Left eyes missing
SaBe,8-1o 822/,0 0,1 -1,SaBe_28,SaBe_8-1_822_3,test01-004,6:39:32,12:32:49,19:12:21,2021-10-07_19-12-21-1f177579,a2d82e7c_0.0-26.737,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,1130 1200,,,,D,Left eyes missing
SaBe,8-1o 822/,0 0,1 -1,SaBe_29,SaBe_8-1_822_4,test01-005,6:40:32,12:32:49,19:13:21,2021-10-07_19-13-21-c02f23e9,06bc7352_0.0-22.322,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,580 780,,,,D,Left eyes missing
SaBe,8-1o 822/,0 0,1 -1,SaBe_30,SaBe_8-1_822_5,test01-006,6:41:22,12:32:49,19:14:11,2021-10-07_19-14-11-eb88401a,4e84dfcf_0.0-22.762,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,580 780,,,,D,Left eyes missing
SaBe,8-1<,0,-1,SaBe_31,SaBe_8-3_1,test01-007,6:42:41,12:32:49,19:15:30,2021-10-07_19-15-30-45895586,46ff933b_0.0-22.432,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,730 930,,,,D,Left eyes missing
SaBe,8-3<,0,-1,SaBe_32,SaBe_8-3_2,test01-008,6:43:23,12:32:49,19:16:12,2021-10-07_19-16-12-8dd5c0f5,76b3d5e9_0.0-25.555,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,430 630,,,,D,Left eyes missing
SaBe,8-3<,0,-1,SaBe_33,SaBe_8-3_4,test01-010,6:47:04,12:32:49,19:19:53,2021-10-07_19-19-53-b9c56154,99b7c158_0.0-24.388,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,,,,,,pas de fichier
SaBe,8-3<,0,-1,SaBe_34,SaBe_8-3_5,test01-011,6:47:57,12:32:49,19:20:46,2021-10-07_19-20-46-3247e2e5,1e7263df_0.0-24.773,,Elite,IMG_7373.JPG,IMG_7375.JPG,3.5,0.25,,,,750 950,,,,D,Left eyes missing
AnBe,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3 4 4,-1 1 1 -1 -1 1 1 -1 -1 1,AnBe_01,AnBe_41_42_1,test01-001,1:07:40,12:06:28,13:14:08,2021-10-23_13-14-08-6171fb70,e6e4181c_0.0-44.507,,SubElite,IMG_7390.JPG,IMG_7388.JPG,4,0.6,,,,180 380,,,OK,G,Tete croche
AnBe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,-1 -1 1 1 -1 -1 1 1 -1 -1,AnBe_02,AnBe_4_41_haut_1,test01-002,1:10:48,12:06:28,13:17:16,2021-10-23_13-17-16-a16d54bd,7b64e54a_0.0-44.649,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,140 340,,,,G,Tete croche / orientation.mat missing
AnBe,8-1o,0,-1,AnBe_03,AnBe_8-1_1,test01-003,1:13:25,12:06:28,13:19:53,2021-10-23_13-19-53-7570c3b2,0b4d6bcc_0.0-32.258,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,1280 1380,,,,G,Tete croche / orientation.mat missing
AnBe,8-1o,0,-1,AnBe_04,AnBe_8-1_2,test01-004,1:14:50,12:06:28,13:21:18,2021-10-23_13-21-18-bb30b86a,42ef9657_0.0-30.732,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,160 360,,,,G,Tete croche / orientation.mat missing
AnBe,8-1o,0,-1,AnBe_05,AnBe_8-1_3,test01-005,1:15:49,12:06:28,13:22:17,2021-10-23_13-22-17-487ff635,b0061ce7_0.0-33.83,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,40 240,,,,G,Tete croche / orientation.mat missing
AnBe,8-1o,0,-1,AnBe_06,AnBe_8-1_4,test01-006,1:16:44,12:06:28,13:23:12,2021-10-23_13-23-12-6627a9ca,b772b231_0.0-43.183,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,560 760,,,,G,Tete croche / orientation.mat missing
AnBe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4 5 5 6 6,-1 -1 1 1 -1 -1 1 1 -1 -1 1 1 -1 -1,AnBe_07,AnBe_4_4_1_bas_1,test01-007,1:18:37,12:06:28,13:25:05,2021-10-23_13-25-05-2c06cf0d,80d52496_0.0-36.108,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,0 170,,,,G,Tete croche / orientation.mat missing
AnBe,4-/ 43/ 4-/,0 0 1,-1 -1 1,AnBe_08,AnBe_4-_43_1,test01-008,1:19:57,12:06:28,13:26:25,2021-10-23_13-26-25-fb5dd2dc,360e803a_0.0-27.325,,SubElite,IMG_7390.JPG,IMG_7388.JPG,4,0.25,7 8 9 10 11 12 13 14 15,1 2 3 4 5 6 7 8 9,,450 650,,,OK,G,Tete croche
AnBe,4-/ 43/ 4-/,0 0 1,-1 -1 1,AnBe_09,AnBe_4-_43_2,test01-009,1:21:21,12:06:28,13:27:49,2021-10-23_13-27-49-e8801bcb,f459186e_0.0-27.145,,SubElite,IMG_7390.JPG,IMG_7388.JPG,3.5,0.25,,,,250 450,,,OK,G,Tete croche
AnBe,4-/ 43/ 4-/,0 0 1,-1 -1 1,AnBe_10,AnBe_4-_43_3,test01-010,1:22:06,12:06:28,13:28:34,2021-10-23_13-28-34-62159f78,a4a397c1_0.0-28.717,,SubElite,IMG_7390.JPG,IMG_7388.JPG,5,0.25,,,,200 400,,,OK,G,Tete croche
AnBe,4-/ 43/ 4-/ 43/ 4-/,0 0 1 1 2,-1 -1 1 1 -1,AnBe_11,AnBe_4-_43_4,test01-011,1:23:33,12:06:28,13:30:01,2021-10-23_13-30-01-82c47080,cbd1e546_0.0-37.374,,SubElite,IMG_7390.JPG,IMG_7388.JPG,4,0.5,5 6 7 8,6 7 8 9,,250 450,,,OK,G,Tete croche
AnBe,4-/ 43/ 4-/ 43/ 4-/ 43/,0 0 1 1 2 2,-1 -1 1 1 -1 -1,AnBe_12,AnBe_4-_43_5,test01-012,1:24:22,12:06:28,13:30:50,2021-10-23_13-30-50-c4b788d7,d7b37ec2_0.0-37.269,Yes,SubElite,IMG_7390.JPG,IMG_7388.JPG,3.5,0.5,2 3 4 5 8 9,4 5 6 7 9 10,,150 350,,,OK,G,Tete croche
AnBe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,-1 -1 1 1 -1 -1 1 1 -1 -1,AnBe_13,AnBe_4-0_41o_1,test01-013,1:26:11,12:06:28,13:32:39,2021-10-23_13-32-39-f362d467,e8ae28b5_0.0-25.798,Mat,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,220 420,,,,G,Tete croche / orientation.mat missing
AnBe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,-1 -1 1 1 -1 -1 1 1 -1 -1,AnBe_14,AnBe_4-0_41o_2,test01-014,1:27:54,12:06:28,13:34:22,2021-10-23_13-34-22-b864e22d,a9ef3b28_0.0-42.974,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,470 670,,,,G,Tete croche / orientation.mat missing
AnBe,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/,0 0 1 1 2 2 3 3 4 4,-1 1 1 -1 -1 1 1 -1 -1 1,AnBe_15,AnBe_41_42_2,test01-015,1:29:48,12:06:28,13:36:16,2021-10-23_13-36-16-845f91a3,55d81c96_0.0-49.552,,SubElite,IMG_7390.JPG,IMG_7388.JPG,3.5,0.25,3 4 5 6 7 8 9 12 13 14 15,2 3 4 5 6 7 8 10 11 12 13,,270 470,,,OK,G,Tete croche
AnBe,43/ 43/ 43/,0 1 2,-1 1 -1,AnBe_16,AnBe_43_5,test01-016,1:31:25,12:06:28,13:37:53,2021-10-23_13-37-53-2acf2591,b0cf3ff3_0.0-32.454,,SubElite,IMG_7390.JPG,IMG_7388.JPG,4.8,0.25,0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,,300 500,,,OK,G,Tete croche
AnBe,41o 44/,0 0,-1 1,AnBe_17,AnBe_44_1,test01-017,1:32:41,12:06:28,13:39:09,2021-10-23_13-39-09-799502fe,786da1da_0.0-40.823,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,100 300,,,,G,Tete croche / orientation.mat missing
AnBe,41o 44/,0 0,-1 1,AnBe_18,AnBe_44_3,test01-019,1:34:16,12:06:28,13:40:44,2021-10-23_13-40-44-171e5693,bb76bb3c_0.0-27.9,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,180 380,,,,G,Tete croche / orientation.mat missing
AnBe,41o 44/,0 0,-1 1,AnBe_19,AnBe_44_4,test01-020,1:34:51,12:06:28,13:41:19,2021-10-23_13-41-19-729ddfa7,fadd3128_0.0-37.113,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,20 220,,,,G,Tete croche / orientation.mat missing
AnBe,41o 44/,0 0,-1 1,AnBe_20,AnBe_44_5,test01-021,1:35:35,12:06:28,13:42:03,2021-10-23_13-42-03-b21e4a70,741c3ea3_0.0-25.795,,SubElite,IMG_7390.JPG,IMG_7388.JPG,,,,,,150 350,,,,G,Tete croche / orientation.mat missing
ArMa,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4 5 5,1 1 -1 -1 1 1 -1 -1 1 1 -1 -1,ArMa_01,ArMa_4-0_41o_1,test01-001,3:09:53,12:06:23,15:16:16,2021-10-23_15-16-16-1ec91380,c863bd34_0.0-54.905,,SubElite,IMG_7396.JPG,IMG_7394.JPG,,,2 3 4,1 2 3,,80 200,,,OK,D,
ArMa,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4 5 5,1 1 -1 -1 1 1 -1 -1 1 1 -1 -1,ArMa_02,ArMa_4-0_41o_haut_1,test01-002,3:11:29,12:06:23,15:17:52,2021-10-23_15-17-52-1d492831,c2e49a6c_0.0-63.478,,SubElite,IMG_7396.JPG,IMG_7394.JPG,2.5,0.25,5 6,0 1,,500 600,,,OK,D,
ArMa,4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,ArMa_03,ArMa_4-_43_1,test01-003,3:12:47,12:06:23,15:19:10,2021-10-23_15-19-10-9bf3da1d,e4ec6b84_0.0-50.749,,SubElite,IMG_7396.JPG,IMG_7394.JPG,3.5,0.25,13 14 15 16 17 18,8 9 10 11 12 13,,330 530,,,OK,D,
ArMa,41o 41o 4-o 41o 4-o 41o 4-o 41o 41o 4-o 41o 41o 4-o,0 1 0 2 1 3 2 4 5 3 6 7 4,1 1 -1 1 -1 -1 1 1 1 -1 1 1 -1,ArMa_04,ArMa_4-o_41o_1,test01-004,3:14:16,12:06:23,15:20:39,2021-10-23_15-20-39-0b6850f1,837cc7bd_0.0-90.813,,SubElite,IMG_7396.JPG,IMG_7394.JPG,4,0.5,5 6 7 8 9,3 4 5 6 7,,100 300,,,OK,D,
ArMa,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 41/ 42/,0 0 1 1 2 2 3 3 4 5 4,1 -1 -1 1 1 -1 -1 1 1 1 -1,ArMa_05,ArMa_41_42_1,test01-005,3:16:49,12:06:23,15:23:12,2021-10-23_15-23-12-17d63a45,c75df84a_0.0-58.892,,SubElite,IMG_7396.JPG,IMG_7394.JPG,4.5,0.25,0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,,0 100,,,OK,D,
ArMa,4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/ 4-/ 43/,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 1 1 -1 -1,ArMa_06,ArMa_4-_43_1,test01-006,3:18:57,12:06:23,15:25:20,2021-10-23_15-25-20-aa60e784,d9ae06cc_0.0-55.583,,SubElite,IMG_7396.JPG,IMG_7394.JPG,4.5,0.25,1 3 4 5 6 7 8,0 2 3 4 5 6 7,,250 450,,,OK,D,
ArMa,41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o,0 0 1 1 2 2 3 3 4 4 5 5,1 -1 1 -1 1 -1 1 -1 1 -1 1 -1,ArMa_07,ArMa_4-o_41o_1,test01-007,3:24:43,12:06:23,15:31:06,2021-10-23_15-31-06-6fdedcbb,7cd07f57_0.0-82.306,,SubElite,IMG_7396.JPG,IMG_7394.JPG,4,0.25,2 3,0 1,,150 230,,,OK,D,
ArMa,41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/ 42/ 41/,0 0 1 1 2 2 3 3 4 4 5,1 -1 -1 1 1 -1 1 -1 -1 1 1,ArMa_08,ArMa_41_42_1,test01-008,3:26:44,12:06:23,15:33:07,2021-10-23_15-33-07-2506f4bd,62ceba75_0.0-64.966,,SubElite,IMG_7396.JPG,IMG_7394.JPG,5,0.25,18 19 20 21 22 23 24 25 26 27 28,2 3 4 5 6 7 8 9 10 11 12,,820 1020,,,OK,D,un autre 42 est present a la fin mais pas labelle avec orientation -1
AlLe,4-o 41o 4-o 41o 4-o 41o 4-o 41o 4-o 41o,0 0 1 1 2 2 3 3 4 4,1 1 -1 -1 1 1 -1 -1 1 1,AlLe_01,AlLe_4-o_41o_bas_1,test01-001,11:06:00,0:00:53,11:06:53,2021-10-24_11-06-53-85a92f1b,380596d9_0.0-35.818,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,,,,,,,,,,,
AlLe,4-/ 43/,0 0,1 1,AlLe_02,AlLe_4-_43_1,test01-002,11:07:56,0:00:53,11:08:49,2021-10-24_11-08-49-904e86c3,9407a4e1_0.0-21.199,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.5,0.25,1 2 3 4 5,1 2 3 4 5,,275 475,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_03,AlLe_4-_43_2,test01-003,11:08:24,0:00:53,11:09:17,2021-10-24_11-09-17-ae67b18c,962585c2.0.0-36.26,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.5,0.25,,,,320 520,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_04,AlLe_4-_43_3,test01-004,11:09:09,0:00:53,11:10:02,2021-10-24_11-10-02-8c7000ba,108385a5_0.0-26.077,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,4,0.25,6 7 8 9,2 3 4 5,,650 850,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_05,AlLe_4-_43_4,test01-005,11:09:45,0:00:53,11:10:38,2021-10-24_11-10-38-17ae27c4,12619384_0.0-18.205,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,150 350,,,OK,G,
AlLe,4-/ 43/,0 0,1 1,AlLe_06,AlLe_4-_43_5,test01-006,11:10:13,0:00:53,11:11:06,2021-10-24_11-11-06-63606f8c,734363d2_0.0-19.148,Mat,SubElite,IMG_7402.JPG,IMG_7403.JPG,3.4,0.25,,,,130 330,,,OK,G,
